w_id	word	Chechen	ZH..АЗ.Azerbaijani	ZI..KU..Kumyk	ZJ..KT..Kumyk_Kajtag_Tumenler	A..АВЧД.Avar..Chadakolob.	B..АНД.Andi		C..АХВ.Akhvakh	D..ЧАМ.Chamalal	E..ЧАМГ.Chamalal..Gigatli.	F..ТИНД.Tindi	G..ИНХ.Inkhokwari	H..ЦЕЗ.Tsez	I..ГИН.Hinuq	J..БЕЖТ.Bezhta..Tladal.	K..БЕЖХ.Bezhta..Khoshar.Khota.	L..ГУНЗ.Hunzib	M..ЛАК.Lak	N..ДАРЧ.Chirag.Dargwa	O..АРЧ.Archi	P..ТАБД.Tabasaran..Dyubek.	Q..ТАБК.Tabasaran..Kondik.	R..АГБЩ.Agul..Burshag.	S..АГРИ.Agul..Richa.	T..АГБХ.Agul..Burkikhan.	U..АГФИ.Agul..Fite.	V..АГТП.Agul..Tpig.	W..ЛЕЗХ.Lezgian..Khlyut.	X..РУТЛ.Rutul..Luchek.	ZA..ЦАХ.Tsakhur..Mikik.	ZB..ЦАХГ.Tsakhur..Helmets.	ZC..ЦАХЦ.Tsakhur..Tsakhur.	ZD..КРЫЗ.Kryz	ZE..БУД.Budugh	ZF..ХИН.Khinalug	ZG..УД.Udi
309	ГРЕБЕНЬ ДЛЯ ШЕРСТИ	ехк	дараг	таракъ	таракъ	oL'é	hoL'u/HF		aL̄'u/HL	haL'˳/L	haL'ú/L	haL'u	hẽLu/HL	hiLu	hiLu	heLö/MFL	heLo	heLu	q̄˳at'a, t̄aral	q̄˳at', darák̄a	daqI	ráGIa/R	raRI	raŘ	raŘ	raŘ	raRI	NA	räR	raRI	aRIa:/H	aRIa	aRIa	täräX, raR	daraR	daráR, c̃áRɨz	Xaladal
310	ВЕРЕТЕНО	NA	иј, ох	урчукъ	урчукъ	mérgu	mig˳a/H		mig˳a/H	minna/L	mírga/L	muga	ãka	ʕoL'	iL'	ãL'/M	aL'	ãL'	zuk̄a	arg	tung-t'áInk'uli	lič'án/H, čuXrá/R	lič'ín, t'ibíč, ču̯Xrá	Hark'íl, čuXrá	t'ubúč', čaXrá	t'awúč', čuXrá	t'abúč', čuXra	NA	tp̃ɨč', čXra	t'ɨbɨč'	t'ubɨč'/L, luk'or/LHL	t'abɨč', luk'or	t'ɨbɨč', nuk'ar	ǯěhrä, t'äm, ǯiRrä	čere	ǯäRrä́, zuk	žIuk̃
311	ТКАЦКИЙ СТАНОК	NA	тохума дәзҝаһы	чыгъыр	тигаган станок	NA	NA		ižo/L	nis/L	jaráR/L	nisi	NA	NA	NA	maq'o/LM	maq'o	meq'u	NA	báqnik'a	NA	NA	duráq'a/R	NA	NA	NA	NA	NA	NA	jaX˳	Xana/HF	Xana	Xana	Xänä	ʕarəǯ	qalá	NA
312	КАТОК ДЛЯ КРЫШИ	NA	вәрдәнә	мыхыр	михир	miRír	girgin		k̄'eme/RL	s'erant'˳/R	c'irám/LH	k̄yiram	k'eran/HL	gelč'u	gelč'u	Rert'enä/H	Rirt'ina	Rɨrt'əna	k̄urunčaj	čep̄íqan	gík̄ur(i)	susúgu/H	susúg	sak̄úk̄	k̄uk̄	dulúk'	cuk̄lúk̄	NA	t̃ark˳	dark˳	darak˳/HL || darak/HL	darakullukaj	dakruk	piläkän || biläkän	NA	k'urpán	NA
313	КУЗНЕЧНЫЙ МЕХ	NA	дәмирчи көрүјү	кёрпе, тери	тери	pil	purXul/H		holoXa/HHL	butuX/L	perála/L	pujiXan	puduXa/L	c'iRo	č'eRi	pürädägö/L, c'oʕa/HFH	pürädägi, c'oʔaras	palal	purš	puš-búk'an	púIršəqIat	qus̊s̊u-írǯi/R	erǯ	NA	irž	daǯ	ǯad	NA	c̃el, čat	kurúk	k'ɨra/HL	k'ura	k'ɨra	xusxusi || kuskusi	kurug	kurúk	körük
314	ЩИПЦЫ ДЛЯ УГЛЕЙ	морзах	маша, кәлбәтин	келпете	маша	Reč'	Xuc'u/HF		Rec'i/RL	Xic'˳/H	Xizú/H	kyic'u	kic'u/LH	Xoc'u	Xoc'u	Xac'o/H	Xac'o	Xẽc'ə	q̄Iac'a	RIac'á	q̄Iac'a	q'Iámc̄a/R	q'Ianc̄	Řanc'˳	q'Iac'	q'ec' || q̄ec'	q'Iac'	NA	q̃äc'	GIac'	maše/H	mašä	mas̄̌e	mešě	mašə	mašá	maša
315	ЦЕПЬ	з1е	зәнҹир	шынжыр	синджир	laXáš	raX̄as̄i/HHL		raX̄as̄i/HHF	XaXã/L	XaXán/LR	raX̄as̄i	raXasi/L	RuRudi	reXu	raXas/M	žäč'ö, raXas	raXas	šinzir	sinžír	dáX̄əzi	zenǯíl/H	zumǯúl	sinǯíl	žimžír	sinǯíl	sinǯíl	NA	zanžɨr	zinǯír	zɨnžɨr/H	zɨnžir	zinžɨr	zinǯir	zinǯer	zinǯír	zinǯir
316	КРЕМЕНЬ	мокхаз	чахмаг дашы	чакъматаш, отлукъташ	чакъматаш	č'udúl moč'ó	č'omu/HF		č'et'u/R	at˳/H	atú/H	atu	ʕatu/HL	calu, c'iq'aLu	NA	iɬo/L	iLo	ilu	nu:č'˳a	šaIHúl	mač'á č'elé	c'imirčín Gan, c'imirč/F	c'ihínc̄̌, c'ihínc̄̌ín R˳an, čaXmaX	čaXmáX	čaXmáX	c'a ata q̄ut̄	čaXmáX	NA	čaXmáXdi q̃˳an, čaXmáX	čaXmáXad duXúl, čaXmáX	čaXmáX/H	čaXmáX	čaXmáX	čěXmäXǯi dahar, čěXmäX, satul	čaGmaGǯu Gaje	čaXmáR	čaXmaRin žIe
317	ТРУТ	NA	ҝов	мелте	милте	sak'	s̄ek'u/HF		šek'u/R	sek'˳/L	sek'ú/H	s̄ek'u	žok'o/L	šok'u	NA	sak'o/ML	sak'o	bodol	jax̄˳i	mis	NA	bit/L	mant	mant	mes˳	mant	mant	NA	c'imǎ́c'	c'ɨmés || c'ümés	c'imis/L	c'imes	c'imis	pɨst	qo	q̃u:	q̃ov
318	ТОЧИЛО	NA	бүлөв	къургъа	къургъа	t'eb	qiru/HF, ink˳a/HF		max̄˳a/RH	Xan˳/H	Xanú/H, čarX/H	Xanu, Razaq	akit'el/HHL	agdori, čerXi	aknu, čarXi	ä̃čun/L, čäräX/L	äčün, čärX	ãčun	bajlaX̄i, nih	hamqá, urX̄ab	éIčon, čarX	hilʒ̊án/H, aXál/H	ilʒ̊án, aXál	ʕulǯém, čarX	jaXál, ʕulžán	ʡülǯán	Hurǯín	NA	sambát'	jiXál, čarX	wɨžena/LHL, čarX/L	wužana, čarX	wužana, čarX	Xart	Xort	q̃art	Xart
319	ПОЛОВНИК	NA	чөмчә	чомуч	чомуч	gérq'u	gama/L		kit'i/HL	k˳ah/L	kohí/L	k˳aha	XIupa/LH	Huk'	Xuk'	ɬürä/L	ɬürä	qut'e	k'ič'ala	q'Iúša	XIit	aXIi nuc̄̊úr	ǯiga muc̄̊úr	q'uš, ʕawlá	q'uš, jaRláw	q'uš, jaRláw	q'uš	NA	kt'ɨr	t'urč, dulčé	čemče/H	čemčä	čomče	kovčä	čemče	faráš q'am	čämčä
320	ШУМОВКА	чоьлпа	јувалы гашыг	чолпу, сюзгюч	аш сузаган	Xanc'ék'ur	q'innilaX̄ub/H		Xĩk'eq̄e/HHL	Xinč'-baq'˳/L	Xinč'í-bax̄́úr/L-L	RojXan	k˳araXe/L	k˳araHi	NA	NA	NA	NA	kawkil	k̄urc̄úq	háInk̄urt̄ik'i	kepkür/H	kefkér	kifkír	ášt̄uzan	kepkíl	kepkǘr	NA	kenkǘr	palánkaš	kawkur/L	kawkur	kawkur	käpkir	kepkir	kefkír	käfkür
321	ЛОЖКА	ˤайг	гашыг	къашыкъ	къашикъ	k'óži, Rud	arkom/HL, žinna/L		s̄ĩk˳a/HL, Roma/L	abik'/H || abik'˳/H, Rew/L	abík'(i)/H, Rerú/L	abik'ya	ḁbik'/HL	k'owzi, k'oši	k'owzi	k'obzi/ML, k'et'e/L	ket'e	kət'ə	q̄usa	k'uc'úl	XIit, č'aq'˳	muc̄̊ur/R	muc̄̊úr	t̃ur	t̄ur	t̃ur	t̄ur	NA	t̃ur	dur	k'uk'/L	k'uk'	k'uk'	tɨr	tur	q'am	malak̃a
322	ВИЛКА	м1ара	чәнҝәл	чиш	тиш	ʕuč'	c'umur/L		č'ume/HL	bek'ũ/H, jik'˳/R	bek'ún/H	c'inob	q'Iele/HL	q'Iiɬi	q'Iiɬi	sino	sino	sɨnu	his̄ilu	č'ála	his, kis, t'em, k'iX̄Ií	riw/H	šiš	rew	q'Iuj	ʡaj	šiš	ʡuj	q'ük	čangál	šana/LH	šana	jaba	xiner	xinnerd	čängä́l	čängäl
323	НОЖ	урс	бычаг	бичакъ, беки	бичакъ	nuš	besun/HL		mešu/HL	besũ/L	besún/L	besun	t'uqI/F	t'aqI	t'oq	č'it'/FL	c'it'	č'it'	č'ila	dis̄	k'os	k'ark'ár/R	k'ark'ál	kant'	kant'	kant'	kant'	NA	šamát', čk'ɨl	kant', šamát'	č'ɨka/HL	č'ɨka	č'ɨka	k'änt', GaGam	kənt'	vaz	me
324	ЛУК (ОРУЖИЕ)	ˤад 	јај, каман	окъ-жая	гьармуц	č'órbut'	c'iwu/H		ɬeč'o/R	taguma/H	ɬeRil/L	ɬeR˳an, ɬeR˳anc'u	c'ẽ/H	c'eruc'a	c'eruc'a	c'aʔa/H	c'aʔ	c'ulu-c'ãʔa	k̄urt̄a	argí-dik̄á	č'órbut	dúrk̄u/R, dúrk̄u č'ímir/H	derk̄ú, č'imír	dirk̄á	dak̄rá	dik̄rá, dik̄ránna-Hal	dak̄rá	NA	č'eméruk	jéjuX	oX/H, jejʔoX/L	oX	oX	t'äm	jaj	NA	oX
325	СТРЕЛА	пха	ох	окъ	окъ	č'or	č'orbut'i/HL		č'ĩho/R || č'ĩwo/R	eq˳a/RL	iqá/L	c'ĩhu	c'enos lize	c'eruc'as hil	nic'u	c'ulo/H	c'ulu	c'ulu	č'at'arak	NA	č'or	č'imir/H	č'eʔ	Hal	tarkíš, Hal	Hal	hil	NA	xel	NA	čartma/L	čartma	čartma	jaj	oX || uX	oX	jäj
326	САБЛЯ	тур	гылынҹ	къылыч, хынжал	къилич	X˳alčén	X̄elčamu/HL		q'˳ẽ:č'a/R	č'iwa/H	č'íwa/H	X̄ačan	tɨr/F	mač'a	beɬaj	mäč'ä/L	mäč'ä	mač'a	tur	šušk'á	káIrs̄̌i	Gilínǯi/R	Rilínǯ	tur, q̄ilínǯ	tur, šušk'á	šušk'á	šušk'á	NA	tur	Gɨllínǯ	NA	NA	NA	Gilinǯ	šuške	šüškä́	NA
327	КИНЖАЛ	шаьлта	хәнҹәр	шёшке	шошге	qanžár	qanžar/H		Xãža/HL	niča/H	mírča/H	miča	bɨɬaj/HR	beɬaj	mač'a	baɬaj/M	baɬaj	baɬaj	Xaržan	Xilžán	Ranžár	Xanǯál/H	gapúr	Xanǯál	kapúr	Xanǯál	kapúr	NA	kapɨ́r	kapɨ́r	Xinžal/H	Xinǯal	Xinǯal	qämä, Xänǯäl	Xenǯel	Xänčä́l	Xančal
328	НОЖНЫ	ботт	гын	къын	къин	tel	X̄ubaru/L, reɬoba/L		iLa/HL	jeɬab/L	reɬáma/L	reɬab	nɨno/HR	reɬi	ɬel, buL'i	riɬo/MRL	riɬo	rɨlə	xuj	q'Iart'ále	Ranžárt̄en ɬob	k'ark'urín Xal	NA	NA	q̄aj	q̄aj	q̄aj	NA	q̃ak	GaR	Rag/H	GaR	Gag	Gov, Gɨn	Gin	q̃in	q̃ɨn
329	РУКОЯТКА	мукъ	дәстә, ҝулп, тутаҹаг	сап	сап	ʕoL'	k˳o/F		L'õRi/RL, ãk'˳a/RL	Re:/H	búla/L, Relí/H	Reri	bɨL'a/HL, ẽL'/H	ač'u	k˳e	buL'o/MRH	buL'o	buL'u	q'uru, k'uIj	k'uč'	k'on	ríʒ̊i	ríʒ̊	k'uč'	k'uč'	k'uč'	k'uč'	NA	t̃ɨm	ǯibɨ́r	ǯɨk'ri	ǯɨk'ri	ǯɨk'ri	Xäb	dəstə	k'ɨl	k̃oc̃̌I
330	КАПКАН	гура	тәлә, дузаг	тузакъ, къапгъын	тузакъ; къапгъын	q'or	gudur/L		q'ili/RL	NA	gudúr/L	kyic'u, ili	kic'/F	Ralbac', boc'aqu	q'or	q'or/H	q'or	q'or	q̄˳at'a	NA	X̄on	NA	NA	NA	NA	NA	NA	NA	č'enk'ér	čartmá	č'ank'/L	č'amk'	č'ank'	q'˳ap' || q'ap'	tələ, q'ap'	t'ab	t̃uzaq̃
331	РЫБАЦКАЯ СЕТЬ	NA	балыг тору	тор, ав	баликъ тор	tor	roc̄̌'i/L		tori/HL, q'˳ãta/RL	ǯan˳/L	čizú/L	NA	NA	NA	NA	q'i/FH	q'i	q'i	q̄Iiri	tur	tol	čul/H	čul	čil	čal	čal	čal	NA	čil	NA	tor/L	tor	tor	tur	tur	tor	tor
332	НОША	мохь	јүк	юк	юк	hir, cihír, mah	reli/HF		Xeme/RL	Ximi/LH	Ximír/LH, q'ús̄̌a/L	Ximar, k˳ac'i	muR/L	muR	muR	mu:/RL	muh	roq', mik'ar	q̄aqla, s̄̌ala, hi, culca, q̄˳ar	šalá, maX̄, duč	qaqán, maX	GáGa/R, jirk	RaR	ʕaʕ, maX	q̄aq̄, maX	q̄aq̄, duč	q̄aq̄, maR, duč	NA	p̃ar, k'urúlaj	šalá	mɨga/H, šala/L	mɨga, šala	mugaly, šala	Xěl, čut'liǯ	bəgəvənd	q'äk	baR, šalaq̃
333	ВЬЮК	мохь	јүк (тај)	юк	юк	g˳álgal	tibar/L, talirsi/L		reXe/R, X̄uža/HL	Ximi	Xurží/L	X̄urži	q'aj/F, Xurži/HL	roq'I	roq', Xuržun	räq'/H	räq'	roq'	hibu	deX̄	X̄al	jirk/R	erk	ʕaʕ	NA	q̄aq̄	q̄aq̄	NA	p̃alk̃ándi p̃ar	bar	Xew/L, haIbje/L	Xew, haIbgä	Xew, haIbga	bar, Xurǯin	Xel	te, bar	jük, Xel
334	ОХАПКА	NA	гуҹаг, јүк	къучакъ, къолтукъ	къучакъ	q'˳al	hoL'ija/HHF		q̄'˳ari/HL	haL'˳/H	haL'ú/HL	haL'ar	ãɬe/H	q'Iog	aɬu, q'og	ãɬo/M	ãɬo	heLu	č'andu, k˳ac'	k˳ars̄̌	ɬot, k˳ic'	Xaw	Xab	Xaw	Xab	Xaw	Xab	NA	k'em	xɨli	xɨlyɨ/L	xɨli	xɨli	kělkiǯ	q'oʕuǯ, kəlkɨǯ	q̃uǯáR	q̃uǯaR
335	САНИ	салаз	хизәк, киршә	чана	чана	pajt'ón	čanaRi/HHL, salisol/L		čanaRa/HHL	s̄alaža/L	s̄aláža/L	čanaRa	čaRana/L	čaRIana, kec'i/HL	čaRana	koX/M	koX	kɨX	čana	RIal	NA	marXI/R, gemǘ/R	NA	NA	RIalár	NA	NA	NA	NA	Xezéky	Xizag/HR || Xizaǧ/HR	Xizag	Xizag	k'˳aʕär	kirše	kiršä	NA
336	АРБА	ворда	миник, араба	экипаж, арба	арба	horkó	ink˳a/HF		hoko/RH	hok/H	hoká/H	Hoka	Hoko/HL	hoko	hoko	k'äčk'ä/H	k'äčk'ä	ɨrəmi	aIraba	urkúra	ʕarábi	fur/H	aIrabá, fur	NA	NA	čuq'	ʕaraba	NA	ʕarába	hIarábi	aIraba/H	aIraba	aIraba	ʕäräbä	ʕarəbə	Harabá	araba
337	КОЛЕСО	чкъург	тәкәр, чарх	дёгерчик	гьуле	ber	č'ujrigi/HL		k'ilik'a/RRL, goro/HL	Ril/H	dúddu/H	raku	ik'nak'u/R	ʕaRIur	Remer	habor/L	äšö	hebur	ja	ʕúla	NA	furk'úl/R	čarX	fur	fur	fur	fur	NA	čarX	čarX, tup	tyakar/H	tekara	tekar	čěrX	čerX	čarX	top
338	СЕДЛО	нуьйр	јәһәр	ер	ер	L'ilí	L'erL'il/H, Xerzim/H, mildár/H, k'at'ara/L		L̄'eL̄'e/H, R˳adiba/HHL	L'iL'il/H	L'iL'ír/H	L'eL'al	L'eL'el/HL	L'iliq'aj, L'iq'ur, koč'i	L'eq'˳ali muži, koč'i	L'ärq'enä/H, käč'ö/H	L'arq'ena, käč'ö	L'orq'ena, qẽč'u	k'ili, qapazara	gilé	L'ilí, Rildí	NA	qIur	NA	NA	NA	NA	NA	NA	jehér, papɨ́r	jahar/HL, GaltaX/H	jahar, GaltaX	jahar, GaltaX	q'iq'er, palan	jaHar, qaš	jähä́r	jähär, palan
339	УЗДЕЧКА	дирста	јүјән	юген	юген	roRó	barXon/HF		c̄̌'oloX̄a/HHL	ba:Xã/H	bá:Xan/H, ráɬil/RL	beXan	beXan/HL	moIL'o-qoju	miL'o=qoju	k'ärö/H, roRo/H	roRo	roRo	x̄uri, zumur	urx̄úr	duɬ̄úr	furú/L, sambál/L	frin, sambál	NA	NA	NA	NA	NA	salp̃án	nixréb	GantarRa/H, salban/L	GantarRa, salban	GantarRa, salban	GäntärRä	q'an	q'en	noXt̃a, q̃antarRa
340	КНУТ	шад	гамчы	къамучу	къамчи	c'al	c̄̌'artil/HL		čiL̄'e/L	s'ajt'ã/H	c'at'án/H	ž˳anL'al	ž˳anL'el/HF	čurut'	čurut'	čürüt'/M	čürüL'	čuruL'	nurša, marx	č'umáq'I	marɬ	Girmáǯa/R	Rirmáǯ	q̄irmáǯ	q̄amčí	q̄amčí	q̄emčí, q̄irmáǯ	NA	q̃amčí	čumk	čuImk/H	čuImk	čuImk	šimäq'	išmek'	č'uč'ón	tatar
341	СТРЕМЯ	литта	үзәнҝи	оьзенги	озенги	HonL'óč'	padučan/L		Hot'oc̄̌'a/RRL	Hot'oč'el/H, tas'a/H	Het'éč'/H	uzdenga	Hot'oč'el/H	Hot'oč'el	Hot'oč'el	haLso/L	hacijo	HonL'oč'al	c̄̌armuzi	t'uIr-bírc̄an	moɬ̄ól-órci	ʒangú/H	üzéng	uzéngi	uzéng	uzéngi	üzéngi	NA	üzéng	juzengy	juzengy/HL	juzengi	juzengi	zängu	jüzengi	zongú	üzängi
342	ПОДКОВА	лан	нал	нал	нал	t'uq'én	ɬol/F		ɬali/HL	ɬal-hãk'˳a/H-H	ɬal-hãk'á/L-L	ɬali	sorus ɬali/HL	hiLu-ok'o	hiLu	heL/M	heL	heL	č'an	meX	k'an	laIʔán/R	leʔín	náʡur	léʕan	leʡín	léʔin	NA	liʔén	eg	waz	waz	waz	nal	naʕal	náRɨl	nal
343	ЗОЛОТО	деши	гызыл	алтын	алтун; къызыл	meséd	misidi/HHL		mišidi	misud/L	misúdu/L	miseji	misedi/HL	mesed	mesed	mesed/M	mesed	mesed	musi:	musé	mísərt̄u	Gizíl/H	Rizíl	q̄izíl	q̄izíl	q̄izíl	q̄izíl	NA	q̃izíl	Gizíl	Gizily/HF	Gizily	Gizily	Gɨzɨl	Gɨzɨl	q̃ɨzɨ́l	q̃ɨzɨl
344	СЕРЕБРО	дети	ҝүмүш	гюмюш	гумуш	ʕaráš	orsi/HF		ači/RL	as/L	ási/L	asi	os/F	micXir	ukru	õkro/HM	okro	okro	arcu	arc	ársi	ars/H	ars	ars̄	ars	ars	ars	NA	gmɨš	gɨmɨ́š	nuk'ra/LF	nuk'ra	nuk'ra	g˳amiš || gomiš	gümüš	nuk'rá	gümüš
345	ЖЕЛЕЗО	эчиг	дәмир	темир	темир	maX	k̄ub/L		rač'ĩXe/L	koba/L	kubá/L	kuba	kɨl/F	ger	ker	kil/L	kil	kil	maX	meX	lácut	rúq'u/R	ruq'	ruq'	ruq'	ruq'	ruq'	NA	raq'	jíleg	juwa/LF	jiwa	juwa	dämɨr	demir	urá	dämir
346	МЕДЬ	ц1аста	мис, тунҹ	багъыр, багъыр, ез багъыр, тюмпек, тюмпек	багъир, бронза	pax	hir/L		hač'a/RH	jez/L, bax̄/L	páx̄i/L	pax̄yi, jezi	jez/F	jez	jez, pak	bak/H	bak	bak, mazgar	du:s̄i, dukni	dabs̄é	duk', kárbat	jirf/F	jirf	if̄	if	if	if	NA	c̃ɨr	ʒɨr	jux̄a/RL	mis, jux̄a	jezy	mis	mis	mis	mis
347	СВИНЕЦ	даш	гурғушун	къоргъашын	къургъашин	t'uxí	t'uši/HL		t'oša/RL	t'oha/L	t'ušá/L	t'oha	kɨbu/HL	kebu	kebu	kobo/M	kobo	kobo	č'ut'i	č'it'	t'éIč'u	GurGušúm	RurRušúm	RurRúšum	q̄urRúšum	q̄urRúšum	q̄urq̄úšum	NA	q̃ɨrq̄ɨ́šɨm	GurRúšen	GurRúšɨn/H	GurRúšɨn	GurRúšin	q'urq'ušin || q'urq'ušun	GurGušun	q'urq'óšɨn	qurqušun
348	ОЛОВО	г1ели	тәнәкә, галай	акътемир, чийтемир	акътемир; чийтемир	k'alʕá	Ralaj/H		Rale/H	Rale/H	Ralé/H	Ralej || Ralaji	Ralaj/HL	Ralaj	Ralaj	q'alaj/HFH	k'alʔa	q'alaj	q̄alaj	q̄aláj	eIlé, qaláj	q'alʔí/F	q'alaʔí	lúHum	ulúHum, HalRá	q̄aláj, lúHum	alúHum	NA	q̃alá	Galáj	Galaj/H	Galaj	Galaj	Gäläj	Galaj	q'alé	q̃alaj
349	ДРОВА	дечиг	одун	агъач	агъач	č'ul	ɬudi/HF		ɬuda/HL	ɬunni/L	ɬúdi/L	ɬuji	ɬɨdo/LH	qaca	qaca	hudo/LH	hudo	hũdu	t'ama	k'ak'ám	c'aHán	k'ak'úl/H	k'ak'úl	NA	NA	NA	NA	NA	čXaj, k'arás	us	os/L	os	os	k'ɨnä	k'ɨnə	udún	ušI
350	КИЗЯК	кхурк	тәзәк	тезек	тезек	rak	bara/L		q'˳aq'˳a/H	čila || čilla	čilá	kyila	loko/L	reku	loki	rako/M	rako	rөgu	para, č'ula, čat'a	kubár	č˳át'i	kup/R	kup || kup'	ku	kub	ku	kub	NA	kɨb	kɨb	xidy	xid	xidy	gänǯ, lɨk'ɨrt'	gənǯ, put'	mic, kuká, k'ɨd	NA
351	УГОЛЬ	к1ора	ағаҹ көмүрү	(агъач) кёмюр	комур; кесев	c'˳i	habu/HF		habu/HL	hab/L	habú/L	habu	aIm/F	ʕam	amu	Hämö/ML	hämö	hĩjamu	k'alaš	gánta	uIrún	ritín/H || litín/H	račín	k'ultém	k'are šum	k'are šum	k'aríšum	NA	c'efín	k'ášen	ǧadɨr/H	ǧadɨr	ǧadɨr	k'äšin	k'əšɨl	sɨmzɨ́r	kömür
352	КОВЕР (С ВОРСОМ)	куза	халча	халча, хали, къалын явлукъ	хали	déhin, Ruč	t'ams̄a/HF		t'ãs̄a/RH	bač'˳/L, t'ans̄a/H	t'ans̄a/H	t'ams̄a || t'ams̄˳a	t'ansa/HL	rut'uga	Xaliča, rut'uk'a	gaba/H, kiz/L	gaba, kiz, bek'e	gaba	Xaliča, X̄Iut'a, sumaq', bartbisu	t'ams̄, Radílq'˳an	diwín	haláw/R, Xaličá/H	haláw, Xalačí	kan, Xalíča	t'ams, Xalíča	t'ams, Xalíča	t'ams, Xalíča	NA	t'ams, Xalíča	t'ams, Xalíči	Xalyče/H, Xirsag/H || Xirsak/H	Xalycä, Xirsag, Xali	Xalyce, Xircag, Xali	q'älänčě, XalGraRi, pelt'äl	q'alčə	q'alčá	Xalča
353	ПАЛАС (КОВЁР БЕЗ ВОРСА)	палс	палаз	халча, хали, къалын явлукъ	хали	palás	palarsi/L, dum/L		kãs̄a/RH	palas̄/L	palás̄a/H	paras̄	bortoXe/HHL	Holi	Xaliča	palas/L	palas	palas	qa, c'iqa	parXíl	c'aXá	barXál/H, kumís/R	barXál, kü̯més	palás	barXIál, q'adilq'˳an	berXél	barXíl	NA	ruX	Xɨlí, Xajmá	q'Ialt'/L, ǯeǯim/H, kilim/H, Xajma/H	q'Ialt', ǯeǯim, kilim, Xajma	q'Ialt', ǯeǯim, kilim, Xajma	ruX, halov, k'ět'	haləv	paláz	palaz
354	ТАБУРЕТ	NA	кәтил (табурет)	шанжал	санджал	HaH, ʕúc'u	mok'˳o		q'os̄̌ta/RL	mak'˳a/L	mak'á/L	atu, ošta	q'Iule/HL	q'Iuri	q'ure	q'oro/M	q'oro	q'oro	q̄˳at'a	még˳al	s̄̌eInt	kursí/F	ku̯srí	muq'Iúk̄en	kursí	k˳arsí	kursí	NA	k˳srü	kursí	kursu/H	kursi	kursi	saku	NA	kursɨ́	tos
355	ВЕНИК	нуй	сүпүрҝә	сибиртки	сивирки	žul	k˳oc'i/HF, LarLal/L		k˳ac'i, q̄ač'o/HL	ĩh˳/L, q˳ant'/R	ihú/L, qat'á/H	ehu, q˳ant'a	ehu/HL, qot'o/LH	meš	mos	müš/L	müš	mul	c'uši, č'atlu	qarálRan, mús̄̌ukal	muk̄ul	murgúl/R	murgúl	kurúš, mugúl	Xulžák, mugúl	Xalǯák, mugúl	Xalǯík, mugúl	NA	xrɨs, k̃ul	xɨrɨ́s, mugúl	xɨrɨs/L, č'ax/H	xɨrɨs, č'ax	xɨrɨs, č'ax˳	magul	t'ətrə mogul, mogul	muk̃úr, Xuzú-muk̃úr	mungul
356	ЗЕРКАЛО	куьзга	ҝүзҝү, ајна	гюзгю	гузгу	mut'ú	mat'u/HF		mat'u/HL	papal/L	mat'ú/H	mat'u	mat'u/HL	č'ikaj	c'ikaj	c'ika/HFH	c'ika	mut'u	dahani	daHmíc'al	dáXon(i)	güzgǘ/R	güzgí	guzgí	ʕagúg	ʡäg˳	güzgí	ʡäg˳	güzgǘ	güzgé	naX˳ari/H	nuXari	naX˳ari	ʕäjnä	ʕajne	Häjnä́	gizgi
357	ПОСУДА	пхьег1аш	бошгаб	савут-саба	савут. бошгъап - тарелка	raʕ-mič'il	čingil-čongol/L-L		q̄ot'o-šet'o	NA	c'a-ráʕi/H	ra:la	loq'o/HL	roj-šigo, roj	k'ot'o-roq'e	žämi-Xät'ä/M, räq'ö/MH, žämi/L, Xät'ä	Xät'ä-č'araʔ, räq'ö, Xät'ä	žami-raq'u	t'aIhni-k'ič'u	NA	raʕ	NA	Rab-RaǯáR	NA	NA	NA	q̄ab-q̄uǯáR	NA	q̃ab	Gab	Gab	Gab	Gab	Gab	Gab-GaǯaR	q'äč	q̃av
358	КОТЕЛ (МЕТАЛЛИЧЕСКИЙ)	яй	газан	уьртю, асар, къазан	синджа	xag	uX̄i/HL		šagi/HL	čad/L	čádi/L	čagyi	šog/H	šog, LoHo	šog	qizin/L, šäg/L	q'azan, šäg	šeg	k'uX̄Ii, k'unk'ur, čag	HaIsák̄	čag, k'únk'um	jahága/L, Gazán	jihág, Razán	Hajág	Hujág	Hajág	Hujág	Hüjág	RazRán	héjeg	k'unk'um/H	k'umk'um	k'unk'um	k'ädɨr, Gäƶänčě, k'arc', k'ɨk'lä	qəzənčə, ʕaǯRan	q̃azančá, q̃ažRán	levet̃
359	КРЫШКА (КОТЛА)	ног1ар	гапаг	къапкъач	къапкъач	t'alá	lala/L		L'ala/L	q'at˳/L	q'atú/L	ala	ẽL'u/HL	ʕiL'u	L'eq'˳i	L'äq'e/M	L'äq'e	L'oq'e	q'alq'u	qar	q'ul	q'ul/H	q'ul	q'ul	q'ul	q'ul	q'ul	NA	qalp̃áX	GapáR	GapaR/H	GapaR	GapaR	q'ul	GapaR	q'wa	q̃apaR
